
Handiacapped Care Products (I) Pvt. Ltd ,dineshind@hotmail.com ,91-731-2423404,fh - 392 scheme NO. 54 ,India,vehicle&engineering machinery  ,www.batrasgroup.com 

ZAREEN CORPORATION ,hyder@nexlinx.net.pk ,92-42-7655095-7636297,47-BRANDRETH ROAD; LAHORE ,Pakistan,vehicle&engineering machinery  , 

SANTO CAR WASH LTD ,santo@sytanet.com.cy ,35722761226,HYTRON 6-10 STREET; CYPRUS ,Cyprus,vehicle&engineering machinery  , 

OMEC MARKETING LTD ,omecmarketing@yahoo.com ,8023054388,20/21 IYALODE CLOSE OGBALAGOS;NIGERIA ,Nigeria,vehicle&engineering machinery  , 

AMRON CORPORATION ,iwasakin@amron.co.jp ,81-87-851-1551,7-21; SUEHIRO-CHO;TAKAMATSU-CITY;KAGAWA;JAPAN ,Japan,vehicle&engineering machinery  ,http://www.amron.co.jp 

DI MARTINO SPA ,riccardo@dimartino.it ,3904248788,via pavane; 1 36065 Mussolente (VI); ITALY ,Italy,vehicle&engineering machinery  ,www.dimartino.it 

M/S PAIIKER IMPORTS & EXPORTS ,frpaiker@yahoo.com ,880-51-66055,PAIKER PLAZA; RANGPUR ROAD;BOROGOLA; BOGRA.;BANGLADESH ,Bangladesh,vehicle&engineering machinery  , 

EARNHARDT EQUIPMENT SALES INC. ,aefunding@yahoo.com ,864-574-9041,P.O.BOX 626 ROEBUCK;SOUTH CAROLINA;U.S.A. ,United States,vehicle&engineering machinery  , 

TECHNICAL TRAINING INSTITUDE ,kennychlin@hotmail.com ,02-27118855-125,11F; NO. 1; FU-SHING N. RD.;TAIPEITAIWAN ,China Taiwan,vehicle&engineering machinery  , 

HB TRADE CO MOSCOW ,hbtrade@comail.ru ,007-095-2628333,107078;UL.KALANCHEVSKAYA 29ROOM 207; P. B.60; MOSCOWRUSSIA ,Belarus,vehicle&engineering machinery  , 

SEGHETTI ASOCIADOS SRL ,wseghetti@arnet.com.ar ,54(341)4822092,MITRE 2055S2000FWG ROSARIO (SF);ARGENTINA ,Argentina,vehicle&engineering machinery  ,http://usuarios.arnet.com.ar/wseghetti/index.htm 

AKSONS ,AKSONS@SATWEB.CO.ZA ,27333929970,353 PIETERMARITZ STREETPIETERMAITZ BURG;SOUTH AFRICA ,South Africa,vehicle&engineering machinery  ,AKSONS.CO.ZA 

PT VIVAMAS GROUP ,adrian@vivamas.com ,3500878,JL TANAH ABANG II / 119;JAKARTA 10150;INDONESIA ,Indonesia,vehicle&engineering machinery  ,www.vivamas.com 

BATALA AUTOS ,batalaauto@yahoo.co.uk ,92427728217,188-badami bagh  Lahore; PAKISTAN ,Pakistan,vehicle&engineering machinery  , 

BLACK & DECKER HONG KONG ,patrick.yang@bdk.com ,29935104,22/F.; MILLENNIUM CITY 3;370 KWUN TONG RD; KOWLOON;HONGKONG ,HongKong,vehicle&engineering machinery  , 

AUTO PARTS INDUSTRIAL LTD ,apg003@mail.autoparts.com.tw ,886-3-4201919,NO.50-1;7LIN;KWO LING LI CITY;TAO-YUAN HSIWAN;TAIWAN ,China Taiwan,vehicle&engineering machinery  , 

SEPAUJANG BARU ,Sipun@excite.com ,031-7882041,Raya Ngagel Jaya 94 Surabaya Jatim; INDONESIA ,Indonesia,vehicle&engineering machinery  , 

TECHNOSTEEL CO. ,a_f_ali@hotmail.com ,20123341728,13 ABU_HASHEM ST.;CAIRO;EGYPT ,Egypt,vehicle&engineering machinery  , 

UTS CARRIER ,adra@emirates.net.ae ,04-3965455,P.O.BOX:6735DUBAI;U.A.E. ,United Arab Emirates,vehicle&engineering machinery  , 

EMBERTON HOLDINGS SDN BHD ,ndbember@po.jaring.my ,6052425707,19 MEDAN ISTANA 2; BANDAR IPOH RAYA;IPOH; 30000 PERAK;MALAYSIA ,Malaysia,vehicle&engineering machinery  , 

NEXTINNO COMMUNICATIONS LIMITED ,james@nextinno.com ,852-2723-4640,SUITE 701; PRUDENTIAL TOWER;THE GATEWAY; 21 CANTON ROAD;T.S.T; KOWLOON;HONGKONG ,HongKong,vehicle&engineering machinery  ,www.nextinno.com 

LUGUANZHOUCHENG ,2763112@163.com ,0635-2837306,luguanzhoucheng; CHINA ,china,vehicle&engineering machinery  ,http://china-zcdq.85185.com/ 

SPIN CITY WHEELS LIMITED ,ukchinabusiness@yahoo.co.uk ,7799706977,19 RUTLAND AVENUE; FIRSWOOD;MANCHESTER;M16 0JF;U.K. ,United Kingdom,vehicle&engineering machinery  , 

EICA ,tourcenter2@skytel.com.ec ,59342251200,KM 7.5 VIA DAULE;GUAYAQUIL;ECUADOR ,Ecuador,vehicle&engineering machinery  , 

ANGAD TRACTORS ,ravi@pashmamoda.com ,91-9810297601,117a-sainik farms ,India,vehicle&engineering machinery  , 

LONG BOAT CAPITAL MANAGEMENT ,jraiti@guyasutadevelopment.com ,412-782-0200,139 FREEPORT RD.;PITTSBURGH; PA 15215;U.S.A. ,United States,vehicle&engineering machinery  , 

CALDER WINDOWS ,ccalderw@bigpond.net.au ,393355479,54-56 HALSEY ROAD;AIRPORT WEST;AUSTRALIA ,Australia,vehicle&engineering machinery  , 

GFORTUNE HT EST ,gfortune@emirates.net.ae ,00971-4-2235434,P.O.BOX:4956;DUBAI;U.A.E. ,United Arab Emirates,vehicle&engineering machinery  , 

INTELLIGENT SYSTEM SYSTEM ,michael_chan@time.net.my ,03-56382778,60; JALAN SS15/4; 47500 SUBANG JAYA;SELANGORMALAYSIA ,Malaysia,vehicle&engineering machinery  , 

DAEWOO  WELDING  EQUIPMENT  IND.CO.;LTD ,daewookr9@yahoo.co.kr ,82-55-680-7326,7/F DOBUL B/D;1-AJOO-DONG;KOJESI-CITY;KYUNGNAM-DOKOREA ,South Korea,vehicle&engineering machinery  ,http://www.daewoowe.com 

MUSTAFA MOURTAGA & SONS CO. ,basel@baselcomputers.com ,972-8-2821101,P.O.BOX 259;GAZA;PALESTINE ,Palestine,vehicle&engineering machinery  ,http://www.baselcomputers.com 

CESSNA AIRCRAFT CO ,cbogaar@magix.com.sg ,6563543711,51 GOLDHILL PLAZA;#20-11;SINGAPORE ,Singapore,vehicle&engineering machinery  , 

MODULAR CONSTRUCTION TECHNOLOGY SDN BHD ,simone@mct.com.my ,60-80232892,23-3; JALAN USJ 21/10;47630 UEP SUBANG JAYA;SELANGOR;MALAYSIA ,Malaysia,vehicle&engineering machinery  ,www.mct.com.my 

OZAR OTOMOTIV INS.SAN.TIC.LTD.STI ,mithat@arc-grup.com ,9.03E+11,ATA SANAYI 2.CADDE NO:28 ISKITLER ANKARA; TURKEY ,Turkey,vehicle&engineering machinery  , 

AGROMARAUTO INTERNATIONAL S.A. ,agromar@sinfo.net ,2366563,MANZANA 17 ENTRE CALLE16 FREE ZONE OF COLON ;PANAMA ,Panama,vehicle&engineering machinery  ,www.agromarauto.com 

VICTORIA CONSTRUTION ,rhanna@bh.com.au ,61-2-95807928,2/622 FOREST ROAD; PENSHURST;SYDNEY; NSW 2222;AUSTRALIA ,Australia,vehicle&engineering machinery  , 

SAMPIYON FILTER CORP. ,yilmaz@sampiyonfilter.com.tr ,9.02E+11,ORGANIZE SAN. BOLGESISARISEKI;TURKEY ,Turkey,vehicle&engineering machinery  ,www.sampiyonfilter.com.tr 

YUJIN  S &T  CORP. ,yujinst2003@yahoo.co.kr ,82(31)914-8233,623-11  JANGHWAK-DONG;1LSAN-GU;KOYANG-CITY;KYUNGGI-DO;KOREA ,South Korea,vehicle&engineering machinery  ,www.8233plus.co.kr 

SK ENTERPRISES; INC. ,youjin02@ms29.hinet.net ,886-3-329-3196,NO.25; HUA-MEI STREET;KUEI-SHAN HSIANG;TAO-YUEN HSIEN;TAIWAN ,China Taiwan,vehicle&engineering machinery  , 

STUART J ENTERPRISES LTD. ,amrfixit@aol.com ,416-740-4753,3-1750 THE QUEENSWAY SUIT 104ETOBICOKE M9C-5H5;CANADA ,Canada,vehicle&engineering machinery  , 

ORANGE HUB ,angela_orangehub@yahoo.com ,6266434828,2646 POCATELLO AVE.;ROWLAND HTS.;CA 91748;U.S.A. ,United States,vehicle&engineering machinery  , 

SAPAS DIENSTVERLENING BU ,jarnoq@hotmail.com ,332589322,PRINTERWEG 493821 AP AMERSFOORT;HOLLAND ,Netherlands,vehicle&engineering machinery  , 

KHIDMAT PIAWAI SDN BHD ,derekcys@engineer.com ,60358914831,27-1A JALAN BANDAR SEPULUH;PUSAT BANDAR PUCHONG;47100 PUCHONG; SELANGOR;MALAYSIA ,Malaysia,vehicle&engineering machinery  , 

PT KINGS STAR ,axchairudy@hotmail.com ,6261-4515111,JLN PEMUDA 24BMEDAN 20151;INDONESIA ,Indonesia,vehicle&engineering machinery  , 

LARGELY COMPANY LIMITED ,bspbikes@netvigator.com ,26757668,22 YIP CHEONG STREET; ON LOK TSUEN;FANLING; NT.HONGKONG ,HongKong,vehicle&engineering machinery  ,www.bspbikes.com 

MAWHUNG INDUSTRIAL CO.; LTD. ,service@mhi.com.tw ,00286-4-7612296,371; CHANG CHAO RD.; SEC.3;NAN TIEN LI;HO MEI; CHANG HUA;TAIWAN ,China Taiwan,vehicle&engineering machinery  ,www.mawhung.com.tw 

TAVAN CONTROL ,ktetnassiri@hotmail.com ,0098-21-7516835,#645;6th floor;Bahar Tower;South Bahar Ave ,Iran,vehicle&engineering machinery  , 

G.M.G TRADING LLC. ,ousmansillah@gmgtrading.com ,1202 327 1470,7383 washington BLVD.suit 104 ,United States,vehicle&engineering machinery  ,www.gmgtrading.com 

EXCEL SUCCESS (HONG KONG) LIMITED ,kenny@e-success.com.hk ,85226875743,UNIT 6; 13/F.;FO TAN INDUSTRIAL CENTRE;26-28 AU PUI WAN ST.; FO TAN;HONGKONG SAR ,HongKong,vehicle&engineering machinery  , 

REALIGHT HOLDINGS LTD. ,sarah@realight.net ,25719313,ROOM 408;4/F;SHIU FAT INDUSTRIALBUILDING;139-141 WAI YIP STREET;KWUN TONG; KOWLOONHONGKONG ,HongKong,vehicle&engineering machinery  ,www.realight.net 

MISHCON ENTERPRISES ,rupak_creative@yahoo.com ,9.13E+11,10/12; S.E.RIALWAY COLONY;GARDEN REACH; KOLKATA 700043;INDIA ,India,vehicle&engineering machinery  , 

CHINA FOREIGN TRADE CENTRE ,lepen@icecf.com ,86-20-86662985,117;liuhua rd;prchina ,Other,vehicle&engineering machinery  ,www.icecf.com 

EASTERN HILLS COMMERCIAL BROKERAGE; ,easthils@emirates.net.ae ,97142287668,NEAR AL MAKTOUM HOSPITAL; OPP. DUBAIINTERCITY HOTEL; FIRST FLOOR;AL RIQQA EAST; DEIRA; DUBAI;U.A.E. ,United Arab Emirates,vehicle&engineering machinery  , 

AUTOGLOBE PTY LTD ,autoglob@bigpond.net.au ,61754938604,P.O. BOX 202 ;WURTULLA QLD 4575 ;AUSTRALIA ,Australia,vehicle&engineering machinery  , 

FORMOSAN UNITED CO.; ,chrisliu@fuco.com.tw ,00-886-2-26587898,4F;NO.15;LANE 28;SEC.1;HUAN-SHAN RD.;NEI-HU;  TAIPEI;TAIWAN ,China Taiwan,vehicle&engineering machinery  ,www.fuco.com 

BUN YEANG IMPORT & EXPORT CO.; LTD ,h.s.heng@camnet.com.kh ,855-11-833379,#15 ST 234 KHAN TOULKOK P.PENH;CAMBODIA ,Cambodia,vehicle&engineering machinery  , 

VOLEX WIRING SYSTEMS LTD ,mark.rutherford@volexwiring.com ,44(0)1942672393,BUTTS STREET; LEIGH;LANCASHIRE;U.K. ,United Kingdom,vehicle&engineering machinery  ,www.volex.com 

BACHER ASIA LTD. ,janet.qin@b-bacher.com.cn ,85225294999,RM1307; 13/F; HOLLY WOOD PLAZA;NO.610 NATHAN ROAD;MONGKOK; KOWLOON;HONGKONG ,HongKong,vehicle&engineering machinery  ,www.b-bacher.com 

U.S. UTILITY VEHICLE CORPORATION ,jreeys@yahoo.com ,954-253-1904,1002 Belmont Lane; Fort Lauderdale; FL; USA ; U.S.A. ,United States,vehicle&engineering machinery  , 

VANTEX INTERNATIONAL CO.; LTD. ,vantex@vantex.com.tw ,886-422062055,ROOM 1; 19FL.; 424 CHUNG MING ROAD;TAICHUNG;TAIWAN ,China Taiwan,vehicle&engineering machinery  ,www.vantex.com.tw 

AMEX AUSTRALIA PTY LTD. ,wchan1@tpg.com.au ,61733002364,32 BROMAR ST; THE GAP; BRISBANE;QLD 4061;AUSTRALIA ,Australia,vehicle&engineering machinery  , 

VENTURE AGENCIES ASIA PRIVAYE LIMITED ,rohand@sltnet.lk ,(94)-11-2507557,163/17; NAWALA  ROAD NARAHENPITA COLOMBO 5;SRI LANKA ,Sri Lanka,vehicle&engineering machinery  , 

ACROPOLIS COMMERCIAL CORPORATION ,acropoliscomm@yahoo.com ,(632)635-2227,82 E. RODRIGUEZ JR.AVENUE LIBIS; QUEZON CITY;PHILIPPINES ,Philippines,vehicle&engineering machinery  , 

UNITOR ASA ,alex.chang@unitor.com ,86-21-65951155,DRAMMENSVEIEN 211;SKOYEN N-0213; OSLO;NORWAY ,Norway,vehicle&engineering machinery  ,www.unitor.com 

SITARA AUTO IMPEX ,sabirsh@khi.paknet.com.pk ,92-021-7732255,1; RABIA MANZIL; PLOT # 341-P; AM-18; AKBAR ROAD; KARACHI.74200; PAKISTAN ,Pakistan,vehicle&engineering machinery  , 

NANPING CORP. ,nanping@ms21.hinet.net ,02-27516634,P.O.BOX 108-261;TAIPEI;TAIWAN ,China Taiwan,vehicle&engineering machinery  , 

CHI WING RATTAN FTY ,chiwing@chiwing.com.hk ,(852)2674-2149,2/F; BLOCK A; HOPLITE INDUSTRIAL CENTER; 3-5 WANG TAI ROAD;KOWLOON BAY;HONG KONG;HONGKONG ,HongKong,vehicle&engineering machinery  , 

FOREIGN TRADING SERVICES LTD ,munawarahmad@fts1.com ,8454900242,Heddon Street; U.K. ,United Kingdom,vehicle&engineering machinery  ,www.fts1.com 

MIZAN SOHA ,mizan@neda.net ,98-21-2510028,No. 13 ; Resalat ; P.O.Box 16765-3149 ,Iran,vehicle&engineering machinery  , 

JULES ROY INC -CANADA DIVISION ,marjon@VIDEOTRON.CA ,4505861731,211 rue bourgneuf  lavaltrie p.q j5t1y5; CANADA ,Canada,vehicle&engineering machinery  , 

PORSA TRADING CO.;LTD. ,porsa@safineh.net ,98217504809,NO.53 ;2/F. ENGELAB AVENUE ;FIRST OF DRALI SHARIATE AV;POST CODE16119;TEHRANIRAN ,Iran,vehicle&engineering machinery  , 

AUTO PARTS INDUSTRIAL LTD ,marin.sung@msa.hinet.net ,886-3-4201919,NO.50-1;7LIN;KWO LING LI CITY;TAO-YUAN HSIWAN;TAIWAN ,China Taiwan,vehicle&engineering machinery  , 

COROMANDEL AGRICO ,rohitnath@usa.net ,51630201,41 COMMUNITY CENTER; ZAMRUDHPUR;KAILASH COLONY EXTENSION;NEW DELHI 110048;INDIA ,India,vehicle&engineering machinery  ,www.coromandelagrico.com 

ABC COM ,yapt@hotmail.com ,626-25836-12,UNIT 2 OIJPJAG DESS ; ANTIGUA ,Antigua,vehicle&engineering machinery  , 

AL-KIFAH HOLDING CO ,fruityshah@hotmail.com ,00966-3-8470375,P.O BOX 7973 DAMMAM -PIN CODE 31472-KINGDOM OF SAUDI ARABIA; SENEGAL ,Senegal,vehicle&engineering machinery  , 

RY CONCEPT ,Rudloffjclaude@aol.com ,(0)388589968,39; RUE PRINCIPALE67220 BREITENAU;FRANCE ,France,vehicle&engineering machinery  , 

FARAJALLAH TRADING CO. (LLC) ,ftcuae@hotmail.com ,97142267778,P.O. BOX 10107;DUBAI;U.A.E. ,United Arab Emirates,vehicle&engineering machinery  , 

PRIME UNIQUE LIMITED ,pul@netvigator.com ,852-27990255,UNIT 1518 PACIFIC TRADE CENTRE;2 KAI HING ROAD;KOWLOON BAY;HONGKONG ,HongKong,vehicle&engineering machinery  ,HTTP://WWW.PRIMEUNIQUE.COM 

PT. SAWINDO KENCANA ,maqna@sawindo.com ,62-21-5325905,GRAHA KENCANA 1; JLPEJUANGAN NO.88;JAKARTA 11530;INDONESIA ,Indonesia,vehicle&engineering machinery  , 

DUENIAS ,DUENIAS@INTER.NET.IL ,52-2522748,10;BERTONOV ST; TEL AVIV;ISRAEL ,Israel,vehicle&engineering machinery  , 

mohtaseb_trading co. ,mohtaseb_trading@yahoo.com ,97259731688, aein sara st. ,Palestine,vehicle&engineering machinery  ,. 

SUN RISING ENTERPRISE CO.; LTD. ,srecl@so-net.net.tw ,886-2-25777560,8TH FL.; 50; NANKING E. RD.; SEC. 4;TAIPEI;TAIWAN ,China Taiwan,vehicle&engineering machinery  ,www.suncorp.com.tw 

R. Moore & Sons ,neil@moorediesel.com ,08 9353 3533,7 Noble Street ,Australia,vehicle&engineering machinery  ,www.moorediesel.com 

JOHNNY SALES MARKETING CO.; INC. ,jsm@info.com.ph ,(63 2) 7120071,14 Kabignayan Street ,Philippines,vehicle&engineering machinery  , 

RIDER FOR TRADE & AGENCIES ,mohieldin25@hotmail.com ,20122149180,26 ABDEL HAMID LOTFY .MOHANDESSIEN . GIZA;EGYPT ,Egypt,vehicle&engineering machinery  , 

YOUSEFI TRADING ,yousefi@morva.net ,+98 91 22070013,No.39; 28th St. KajSt. Fatemi Ave.14318-34313 ,Iran,vehicle&engineering machinery  ,www.mryco.com 

HM & PR PLUMBING AND BUILDING ,hmprplumbingandbuilding@hotmail.com ,298852523,8 CROWN ST HARRIS PARKSYDNEYNSW;AUSTRALIA ,Australia,vehicle&engineering machinery  , 

????????? ,pulsar.tech@msa.hinet.net ,028809-6169,?????????????36?;TAIWAN ,China Taiwan,vehicle&engineering machinery  , 

B.Peace Trading Center ,tommac1978@yahoo.com ,2316553241,Old Road Joe Bar ,The Republic of Liberia,vehicle&engineering machinery  ,none 

HKM INTERNATIONAL LTD. ,hkmin@hkmin.com ,852-27226373,RM 301; 3/F.; KNUTSFORD COMM. BLDG.;NO.4-5 KNUTSFORD TERRACE;TSIMSHATSUI; KOWLOON;HONGKONG ,HongKong,vehicle&engineering machinery  , 

MWM PLANT HIRE ,mwmplant@ionet.co.za ,27312054925,74 JOHNSTONE ROAD MAYDON WHARF;DURBAN;SOUTH AFRICA ,South Africa,vehicle&engineering machinery  , 

SNYDER SYSTEMS; INC/FIREHAWK MOTORS ,dsnyder@firehawkmotors.com ,740-266-2261,401 Cadiz Road; U.S.A. ,United States,vehicle&engineering machinery  , 

FORUS CORP. ,foruscorp@kornet.net ,82-2-2293-0537,2-802;Daelim; Eungbong-dong; Seoungdong-ku;Seoul ,South Korea,vehicle&engineering machinery  ,none 

AS MOTOR ,b13e@yahoo.com ,6.22E+11,JALAN RUBY BLOK GNO.40 JAKARTA;INDONESIA ,Indonesia,vehicle&engineering machinery  , 

ASAM SHANGHAI CO LTD. ,contact@asam-sh.com ,021-5813-9666,#1 Kangqiao East rd; Pudong Shanghai; CHINA ,china,vehicle&engineering machinery  , 

EARNEST CO.; INC. ,carclub_jp@yahoo.co.jp ,81-72-369-5005,42-1 MIHARA-CHO SINNPUKUJIMINAMIKAWATI-GUNJAPAN ,Japan,vehicle&engineering machinery  , 

QUINN INTERNATIONAL CORP ,quinntpe@quinnco.com.tw ,886-2-23916496,NO.54;7/F.;CHUNGHSIAO E.RD.; SEC.1;TAIPEI 100;TAIWAN ,China Taiwan,vehicle&engineering machinery  , 

JANSEN DISPLAY ,janseninfo@aol.com ,0049-2262-752410,DERSCHLAGERSTRASSE 2;D-51674 WIEHLGERMANY ,Germany,vehicle&engineering machinery  ,Jansendisplay.de 

LUMA INDUSTRIAS S.A. ,manuel.alcorta@luma.es ,-335975,Poligono Eciago S/N-Hernani-Guipuzcoa ,Spain,vehicle&engineering machinery  , 

CAPITAL CONSULINDO ,emilbun@yahoo.com ,5340725,GRAHA KENCANA; BLOK DD JL.PEJUANGAN RAYA 88; KEBUN JERUKJAKARTA BARAT 11530 ;INDONESIA ,Indonesia,vehicle&engineering machinery  , 

IBN AOUF ,bourhani@scs-net.org ,9.63E+12,DAMASCUS - P.O.BOX 36324;SYRIA ,Syria,vehicle&engineering machinery  , 

JBM CAMPLLONG; S.L. ,elaine@jbmcamp.com ,0034-972245533,JOAN TORRO CABRATOSA13;POLIGONO IND. MAS XIRGU;17005 GIRONA;SPAIN ,Spain,vehicle&engineering machinery  ,www.jbmcamp.com 

AICHI INTERNATIONAL CORPORATION ,aichi@pacific.net.ph ,632-361-6239,100-A KAINGIN ROAD; BALINTAWAK;QUEZON CITY 1106METRO MANILA;PHILIPPINES ,Philippines,vehicle&engineering machinery  , 

BOR-WEOI ENTERPRISE CO.;LTD ,bor.weoi@vip.163.com ,021-64327389,8F-1;NO.289;LINSEN NORTH ROAD;TAIBEI;TAIWAN ,China Taiwan,vehicle&engineering machinery  , 

LAURENCROFT PTY LTD ,raypatriles@ozemail.com.au ,61755296145,15 SOVEREIGN MILE; SOVEREIGN ISLANDSQLD 4216; AUSTRALIA ,Australia,vehicle&engineering machinery  ,N/A 

ETHANO TRADING CO.;LTD. ,meteorisde@hotmail.com ,(852) 2388 9877,Room 2001; Wellborne Comm. Centre; 8 Java Road; North Point; Hong Kong ,HongKong,vehicle&engineering machinery  , 

MAWULI ADUKPO FARMS ,bletsu@hotmail.com ,233-24-208035,P.O.BOX NT  468 ACCRA  NEW  TOWN;GHANA ,Ghana,vehicle&engineering machinery  ,nil 

LUCKY STAR MARKETING; LLC ,exeoff@luckyfarms.com ,909-799-6688,1194 BRIER DRIVE; SAN BERNARDINO;CA 92408;U.S.A. ,United States,vehicle&engineering machinery  , 

TSI TRADING SERVICE INTERNATIONAL ,tsi@gsar.com ,506-2258837,EDIFICIO ISABELLA SAN PSEDRO;SAN JOSE;COSTA RICA ,CostaRica,vehicle&engineering machinery  , 

ELITE INDUSTRY ,elite@gate2city.com ,909-595-0850,150 Commerce Way; U.S.A. ,United States,vehicle&engineering machinery  , 

PHUVIET TRADING COMPANY LTD. ,phuviet@fpt.vn ,0084-4-7718999,NO.3 BUILDING F18; THAIHA STREET;DONGDA DISTRICT; HANOI;VIETNAM ,Vietnam,vehicle&engineering machinery  , 

Sumber Sinar ,sumbersinar@yahoo.com ,021-6251062,JL. Taman Sari Raya No. 40 D ,Indonesia,vehicle&engineering machinery  ,http://www.sumbersinar.com 

UNITED WINNER LIMITED ,gavinredden@sina.com ,25107939,10/F.; FLAT C; SEABRIGHT PLAZA;9-23 SHELL STREET;NORTH POINT;HONGKONG ,HongKong,vehicle&engineering machinery  , 

SHEHAB COMPANY LTD ,B61@HOTMAIL.COM ,9611865905,P.O.BOX 136298RAWCHE. ARSALAN ST.BEIRUTLEBANON ,Lebanon,vehicle&engineering machinery  , 

HA THANH TRADE CO.; LTD ,pthanh677@hcm.vnn.vn ,8488040516,224/5 BIS NATIONAL ROAD 13TH; HCMC;VIETNAM ,Vietnam,vehicle&engineering machinery  , 

OPPORTUNITIES CHINA ,info@opportunitieschina.com ,3.54E+11,MAIN STREET KILTIMAGH CO MAYO;IRELAND ,Ireland,vehicle&engineering machinery  ,www.opportunitieschina.com 

LATEEF CYCLES AGENCY ,farhanbashir442@hotmail.com ,92-432-268909,Near Clock Tower Sialkot Cannt Punjab Pakistan ,Pakistan,vehicle&engineering machinery  , 

STANDARD DISTRIBUTION COMPANY ,k@cyber.net.pk ,92214930584,Showroom 08; Westland Apartments Alamgir Road; Bahadurabad; Karachi; PAKISTAN ,Pakistan,vehicle&engineering machinery  , 

ACCESS EASTINTERNATIONAL CORPORATION ,litalientw@yahoo.com.tw ,8.87E+11,3F; NO.126 CHUNG CHEN ROAD;TAOYUAN CITY ;TAIWAN ,China Taiwan,vehicle&engineering machinery  , 

VICTORIA CONSTRUCTION ,pacho777@yahoo.com ,61-2-95807928,2/622 FOREST ROAD; PENSHURST;SYDNEY; NSW 2222;AUSTRALIA ,Australia,vehicle&engineering machinery  , 

TSUYOSHI URAKAWA ,m@be-s.co.jp ,81-729-668633,159-3 YOKOMAKURA-NISHIHIGASHIOSAKA; OSAKA;JAPAN ,Japan,vehicle&engineering machinery  ,http://www.be-s.co.jp/ 

ESSENTECH. CO.;LTD. ,essentech@yahoo.co.kr ,82-32-811-8171,620-4 NAMCHON-DONG;NAMDONG-GU;INCHEON METROPOLITAN CITY;KOREA ,South Korea,vehicle&engineering machinery  , 

GARTEK INTERNATIONAL ,kcy1368@ms39.hinet.net ,886-4-23107860,ROOM 1; 4TH FLOOR; DA AN STREET;TAICHUNG 407;TAIWAN ,China Taiwan,vehicle&engineering machinery  , 

COIBERI ; S.A. ,coiberi@vodafone.es ,915429371,FERRAZ;19-2-IZQMADRIDSPAIN ,Spain,vehicle&engineering machinery  , 

MINDSPROUT TECHNOLOGIES LIMITED ,mindsproutt@hotmail.com ,23413453292,76B;Adeniyi Jones Avenue;P.O.Box 3420 Ikeja;Lagos; NIGERIA ,Nigeria,vehicle&engineering machinery  ,na 

TONG TRADING & CONSULTING CO ,johnsonzxtong@yahoo.com ,001-541-688-9626,4190 LANCASTER DR.; EUGENE; OREGON;97404; U.S.A. ,United States,vehicle&engineering machinery  , 

KOREA OXUS CO.;LTD. ,oxytech_222@hanmail.net ,82-2-702-5155,92-200 SHINSOO-DONG;MAPO-KU;SEOUL;KOREA ,South Korea,vehicle&engineering machinery  ,www.oxytech.co.kr 

AUTOMODE SDN BHD ,automode@streamyx.com ,603-62576672,LOT 569;JALAN IPOH;3 1/2 MILES;51200 KUALA LUMPUR.;MALAYSIA ,Malaysia,vehicle&engineering machinery  , 

adedacyc soc. an. ,socorro_gonzalez_serrano@hotmail.com ,968639446,jose maria peman 20 ,Spain,vehicle&engineering machinery  , 

FIRST ENTERPRISES ,insider12@hotmail.com ,(632)2420976,200 Roosevelt Ave; PHILIPPINES ,Philippines,vehicle&engineering machinery  , 

?????? ,wako.tw@msa.hinet.net ,886-2-2231-2078,2F. NO.551. JHONGJHENG RD.YONGHE CITYTAIPEL COUNTY TAIWAN 234 R.O.C;TAIWAN ,China Taiwan,vehicle&engineering machinery  , 

THOMCO SUPPLY LTD. ,gdthomas@shaw.ca ,604-590-0564,#404-8450 Jellicoe; CANADA ,Canada,vehicle&engineering machinery  , 

DEVI CONSTRUCTION CO. ,devicc@writeme.com ,9.12E+11,  DEVI HOUSE   6TH FLOOR; 37 SHIVAJINAGAR; PUNE 411005;INDIA  ,India,vehicle&engineering machinery  ,www.devigroup.com 

NOVELTY COMMERCIAL CORPORATION ,novelty@pacific.net.ph ,3614258,406 A 7TH ST 12TH AVENUE ;CALOOCAN CITY;PHILIPPINES ,Philippines,vehicle&engineering machinery  , 

GRUPO COROES S.L ,luo@coroes.e.telefonica.net ,34937479000,C/MARCONI 29; 08210 BARBERA DELVALLES. BARCELONA;SPAIN ,Spain,vehicle&engineering machinery  , 

BHARAT DIESEL ENGINEERS ,bharatdiesel@hotmail.com ,0091-22-28222316,23/A MONARCH NAGAR J BNAGAR ANDHERI EAST MUMBAI -59;INDIA ,India,vehicle&engineering machinery  , 

J.D.CLASSICS HOLDINGS LTD ,jd@jdclassics.net ,4.41E+11,UNITS;1-10 MORELAND INDUSTRIALESTATE;OLD BARN LANE;RETTENDON;CHELMSFORD;ESSEX;CM3 8HA;U.K. ,United Kingdom,vehicle&engineering machinery  ,www.jdclassics.co.uk 

China Ningbo Xinda Group Co.; Ltd. ,overseas_center@xinda-group.com ,0086-574-88336262,Dongwu Town; Yinzhou District; Ningbo City; Zhejiang Province; China ,china,vehicle&engineering machinery  ,http://www.xinda-group.com 

