Amity Insurance Corporation,www.amity-insurance.com,www.amity-insurance.com,Financial Services,KSA,Al Khobar,P.O.Box 31616,Tel: +966 3-865-2200
Amlak International,,,Financial Services,KSA,Jeddah,"C/O, Amlak Finance, PO Box 430, Jeddah 21411, Saudi Arabia",Tel: +966 2-671-0000
Amwal Al Khaleej Commercial Investment Company,www.amwalalkhaleej.com,www.amwalalkhaleej.com,Financial Services,KSA,Riyadh,P.O.Box 59115,Tel: +966 1-216-4640
Arab Commercial Enterprises,www.ace-ins.com,www.ace-ins.com,Financial Services,KSA,Riyadh,P.O.Box 667,Tel: +966 1-477-4070
Arab Gulf Programme for United Nations Development Organizations,www.agfund.org,www.agfund.org,Financial Services,KSA,Riyadh,P.O.Box 18371,Tel: +966 1-441-8888
Arab National Bank,www.anb.com.sa,www.anb.com.sa,Financial Services,KSA,Riyadh,"Arab National Bank Building, opposite Saudi Passport Office",Tel: +966 1-402-9000
Arab Petroleum Investments Corporation,www.apicorp-arabia.com,www.apicorp-arabia.com,Financial Services,KSA,Dammam,P.O.Box 9599,Tel: +966 3-847-0444
Arabian Shield Cooperative Insurance Company,www.arabianshield.com,www.arabianshield.com,Financial Services,KSA,Riyadh,King Faisal Foundation Building,Tel: +966 1-464-5943
Arzak Global Investment,www.arzakglobal.com,www.arzakglobal.com,Financial Services,KSA,Jeddah,"Bin Hamran Center, Tower B",Tel: +966 2-668-9076
Aseer Manufacturing Trading Tourism Agricultural Real Estate and Construction Company,info@aseercorp.com,info@aseercorp.com,Financial Services,KSA,Riyadh,Dallah Tower,Tel: +966 1-462-1511
Athar Al Majd Holdings,www.atharalmajd.com,www.atharalmajd.com,Financial Services,KSA,Riyadh,P.O.Box 305801,Tel: +966 1-211-1515
Audi Saudi Arabia,,,Financial Services,KSA,Riyadh,Dogaither Building,Tel: +966 1-217-3851
Badad International Company,www.badad.com.sa,www.badad.com.sa,Financial Services,KSA,Riyadh,Al Dakhilah Street,Tel: +966 1-463-6300
Bakheet Investment Group,www.bfasaudi.com,www.bfasaudi.com,Financial Services,KSA,Riyadh,Al Akaria 2,Tel: +966 1-419-1797
Bank Al Bilad,www.bankalbilad.com.sa,www.bankalbilad.com.sa,Financial Services,KSA,Riyadh,Bank Al Bilad Building,Tel: +966 1-273-0056
Bank Al Jazira,www.baj.com.sa,www.baj.com.sa,Financial Services,KSA,Jeddah,P.O.Box 6277,Tel: +966 2-651-8070
Banque Saudi Fransi,www.alfransi.com,www.alfransi.com,Financial Services,KSA,Riyadh,Ma'ather Street,Tel: +966 1-289-9999
BMG Financial Advisors,www.bmg.com.sa,www.bmg.com.sa,Financial Services,KSA,Jeddah,Al Mukmal Plaza,Tel: +966 2-668-1777
BUPA Arabia,www.bupa.com.sa,www.bupa.com.sa,Financial Services,KSA,Jeddah,P.O.Box 23807,Tel: +966 2-663-0505
Capital Market Authority - Saudi Arabia,www.cma.org.sa,www.cma.org.sa,Financial Services,KSA,Riyadh,Al Faisaliah Towers,Tel: +966 1-218-8888
Combined Saudi Company,,,Financial Services,KSA,Dammam,-,
Consulting Center for Finance and Investment,www.ccfi.com.sa,www.ccfi.com.sa,Financial Services,KSA,Riyadh,P.O.Box 2462,Tel: +966 1-478-2525
Deutsche Al Azizia Financial Services,,,Financial Services,KSA,Riyadh,P.O.Box 91896,Tel: +966 1-211-0011
Development Bank,,,Financial Services,KSA,Riyadh,-,
Falcom Financial Services,www.falcom.com.sa,www.falcom.com.sa,Financial Services,KSA,Riyadh,Al Arkeed Center,Tel: +966 1-201-1280
Financial Transaction House,www.fthgulf.com,www.fthgulf.com,Financial Services,KSA,Jeddah,Al Suhaili Plaza,Tel: +966 2-657-3030
Gulf Cooperation Insurance Company,,,Financial Services,KSA,Jeddah,P.O.Box 5248,Tel: +966 2-651 5808 (6 lines)
Gulf International Bank - Saudi Arabia,www.gibonline.com,www.gibonline.com,Financial Services,KSA,Riyadh,King Fahd Road,Tel: +966 1-218-0888
Gulf Union Cooperative Insurance Company,,,Financial Services,KSA,Dammam,Al Moajel Compound,Tel: +966 3-833-3544
Gulf Union Insurance and Risk Management Company,admin@gulfunion-saudi.com,admin@gulfunion-saudi.com,Financial Services,KSA,Dammam,P.O.Box 5719,Tel: +966 3-833-3544
HSBC Saudi Arabia,,,Financial Services,KSA,Riyadh,"C/O,The Saudi British Bank, PO Box 9084, Riyadh 11413, Saudi Arabia",Tel: +966 1-470-3128
Human Resources Development Fund,www.hrdf.org.sa/,www.hrdf.org.sa/,Financial Services,KSA,Riyadh,P.O.Box 67778,Tel: +966 1-279-0804
Hussein Aoueini and Company,www.husseinaoueini.com,www.husseinaoueini.com,Financial Services,KSA,Jeddah,P.O.Box 25,Tel: +966 2-644 4899
International Islamic Insurance Company,www.iiic.com.sa/,www.iiic.com.sa/,Financial Services,KSA,Jeddah,P.O.Box 11666,Tel: +966 2-644-4833
Islamic Corporation for the Development of the Private Sector,www.icd-idb.org,www.icd-idb.org,Financial Services,KSA,Jeddah,P.O.Box 54069,Tel: +966 2-636-1400
Islamic Corporation for the Insurance of Investment and Export Credit,www.iciec.com,www.iciec.com,Financial Services,KSA,Jeddah,P.O.Box 15722,Tel: +966 2-644-5666
Islamic Development Bank,www.isdb.org,www.isdb.org,Financial Services,KSA,Jeddah,P.O.Box 5925,Tel: +966 2-636-1400
Jadwa Investment,www.jadwa.com,www.jadwa.com,Financial Services,KSA,Riyadh,Sky Towers,Tel: 966 1-279-1111
Kingdom Holding Company,www.kingdom.net,www.kingdom.net,Financial Services,KSA,Riyadh,Kingdom Center,Tel: +966 1-211-1111
KSB Capital Group,www.ksb.com.sa,www.ksb.com.sa,Financial Services,KSA,Riyadh,KSB Building,Tel: +966 1-269-8382
Madina Industrial Investment Company,info@madina.com.sa,info@madina.com.sa,Financial Services,KSA,Madinah,P.O.Box 5474,Tel: +966 4-839-0295
Malath Cooperative Insurance and Reinsurance,www.malath.com.sa,www.malath.com.sa,Financial Services,KSA,Riyadh,Prince Mohammed Bin Abdulaziz St. (Al Tahlya),Tel: +966 1-416-8222
Malaz Group,www.malazgroup.com,www.malazgroup.com,Financial Services,KSA,Riyadh,P.O.Box 66633,Tel: +966 1-460-1644
Matajer Installments Company,,,Financial Services,KSA,Riyadh,-,
Mediterranean and Gulf Cooperative Insurance and Reinsurance - Saudi Arabia,riyadh@medgulf.com,riyadh@medgulf.com,Financial Services,KSA,Riyadh,Matito Building,Tel: +966 1-477-9229
Modern Marafiq for Real Estate Development,,,Financial Services,KSA,Jeddah,Saudi Business Center,Tel: +966 2-651-9393
Mohammed Ashemimry Financial Consultants,www.ashemimry.com,www.ashemimry.com,Financial Services,KSA,Jeddah,Najood Center,Tel: +966 2-668 8080
Mullak Arabia,www.mullak.com,www.mullak.com,Financial Services,KSA,Jeddah,P.O.Box 4760,Tel: +966 2-606-0971
Nama Chemicals Company,www.nama.com.sa,www.nama.com.sa,Financial Services,KSA,Jubail Industrial City,P.O.Box 11919,Tel: +966 3-347-8888
National Commercial Bank,www.alahli.com,www.alahli.com,Financial Services,KSA,Jeddah,P.O.Box 3555,Tel: +966 2-646-4999
National Industrialization Company,www.nic.com.sa,www.nic.com.sa,Financial Services,KSA,Riyadh,"New Akaria Building,Tower 2",Tel: +966 1-476-7166
National Installment Company,info@takseet.com.sa,info@takseet.com.sa,Financial Services,KSA,Riyadh,Al Hoshan Building,Tel: +966 1-477 6056
NCCI,www.ncci.com.sa,www.ncci.com.sa,Financial Services,KSA,Riyadh,P.O.Box 86959,Tel: +966 1-218-0100
Olayan Saudi Investment Company,osico@olayangroup.com,osico@olayangroup.com,Financial Services,KSA,Riyadh,P.O.Box 8772,Tel: +966 1-474-9000
Osool Capital,email@osulcapital.com,email@osulcapital.com,Financial Services,KSA,Riyadh,Al Falah Building,Tel: +966 1-279-1010
Public Investment Fund,,,Financial Services,KSA,Riyadh,P.O.Box 6847,Tel: +966 1-477-4488
Rana Investment Company,www.ranainvestment.com,www.ranainvestment.com,Financial Services,KSA,Riyadh,P.O.Box 60148,Tel: +966 1-462 6262
Real Estate Development Fund,www.redf.gov.sa,www.redf.gov.sa,Financial Services,KSA,Riyadh,P.O.Box 5591,Tel: +966 1-479-2222
Red Sea Insurance Group,www.redseains.com,www.redseains.com,Financial Services,KSA,Jeddah,P.O.Box 5627,Tel: +966 2-660-3538
Riyad Bank,www.riyadbank.com,www.riyadbank.com,Financial Services,KSA,Riyadh,Riyad Bank Building,Tel: +966 1-401-3030
Royal and SunAlliance Insurance Saudi Arabia,alamiya.insurance@notes.royalsun.com,alamiya.insurance@notes.royalsun.com,Financial Services,KSA,Jeddah,Palestine Street,Tel: +966 2-692-7085
Rusd Group,,,Financial Services,KSA,Jeddah,P.O.Box 51536,Tel: +966 2-665-6700
SABB,www.sabb.com.sa,www.sabb.com.sa,Financial Services,KSA,Riyadh,Sabb Building,Tel: +966 1-405-0677
SABB Takaful,,,Financial Services,KSA,Riyadh,Prince Abdulaziz Bin Musaed St.,Tel: +966 1-276-4400
Samba Financial Group,www.samba.com,www.samba.com,Financial Services,KSA,Riyadh,P.O.Box 833,Tel: +966 1-477-4770
Sanad for Cooperative Insurance and Reinsurance,,,Financial Services,KSA,Riyadh,Sheikh Khalida Bin Amer,Tel: +966 1-476-6903
Sara Development Company,,,Financial Services,KSA,Riyadh,P.O.Box 43229,Tel: +966 1-463-6321/2
Sara Holding,www.saraholding.com,www.saraholding.com,Financial Services,KSA,Riyadh,112-116 Al Dugaither Center,Tel: +966 1-463-6363
Saudi Allied Company for Cooperative Insurance and Reinsurance,www.sacir.com/,www.sacir.com/,Financial Services,KSA,Riyadh,P.O.Box 325099,Tel: +966 1-4729900
Saudi Arabian Agricultural Bank,www.saab.gov.sa/,www.saab.gov.sa/,Financial Services,KSA,Riyadh,P.O.Box 1811,Tel: +966 1-4023911
Saudi Arabian Cooperative Insurance Company,sairuh@saicoins.com,sairuh@saicoins.com,Financial Services,KSA,Riyadh,Al Sadiri Building,Tel: +966 1-477-3311
Saudi Arabian General Investment Authority,www.sagia.gov.sa,www.sagia.gov.sa,Financial Services,KSA,Riyadh,P.O.Box 1267,Tel: +966 1-447-0031
Saudi Arabian Monetary Agency,www.sama.gov.sa,www.sama.gov.sa,Financial Services,KSA,Riyadh,P.O.Box 2992,Tel: +966 1-463-3000
Saudi Economic and Development Company,www.sedco.com,www.sedco.com,Financial Services,KSA,Jeddah,Al Rawdah Street,Tel: +966 2-606-6556
Saudi Fransi Cooperative Insurance Company,www.insaudi.net,www.insaudi.net,Financial Services,KSA,Riyadh,Centria Center,Tel: +966 1-217-6910
Saudi Fund for Development,www.sfd.gov.sa/,www.sfd.gov.sa/,Financial Services,KSA,Riyadh,P.O.Box 50483,Tel: +966 1-464-0292
Saudi General Insurance Company,www.sgi-sa.com,www.sgi-sa.com,Financial Services,KSA,Jeddah,P.O.Box 1866,Tel: +966 2-651-6610
Saudi German Development and Investment Company,www.sageco.com.sa,www.sageco.com.sa,Financial Services,KSA,Riyadh,P.O.Box 22560,Tel: +966 1-476-2511
Saudi Hollandi Bank,www.shb.com.sa,www.shb.com.sa,Financial Services,KSA,Riyadh,Al Dhabab,Tel: +966 1-406-7888
Saudi IAIC Cooperative Insurance Company,www.salama.com.sa,www.salama.com.sa,Financial Services,KSA,Jeddah,Bin Hamran Complex,Tel: +966 2-664-7877
Saudi Indian Insurance Company,www.saudi-indianinsurance.com.sa,www.saudi-indianinsurance.com.sa,Financial Services,KSA,Riyadh,305 Akaria 2,Tel: +966 1-215-0983
Saudi Industrial Development Fund,www.sidf.gov.sa,www.sidf.gov.sa,Financial Services,KSA,Riyadh,P.O.Box 4143,Tel: +966 1-477-4002
Saudi Industrial Investment Group,www.siig.com.sa,www.siig.com.sa,Financial Services,KSA,Riyadh,Centria Building,Tel: +966 1-279-2522
Saudi Insurance Company,www.methaq.com,www.methaq.com,Financial Services,KSA,Riyadh,P.O.Box 807,Tel: +966 1-462-5555
Saudi Investment Bank,www.saib.com.sa,www.saib.com.sa,Financial Services,KSA,Riyadh,Saudi Investment Bank Building,Tel: +966 1-478-6000
Saudi National Insurance Company,www.snic.com.sa,www.snic.com.sa,Financial Services,KSA,Jeddah,P.O.Box 5832,Tel: +966 2-660 6200
Saudi Offset Limited Partnership,,,Financial Services,KSA,Riyadh,P.O.Box 19580,Tel: +966 1-4783800
Saudi ORIX Leasing Company,www.saudiorix.com.sa,www.saudiorix.com.sa,Financial Services,KSA,Riyadh,P.O.Box 22890,Tel: +966 1-474-9224
Saudi Reinsurance Company,info@saudi-re.com,info@saudi-re.com,Financial Services,KSA,Jeddah,"C/O, Al Mousa Advisory Services",Tel: +966 1-216-3100
Saudi Stock Market Company,www.tadawul.com.sa,www.tadawul.com.sa,Financial Services,KSA,Riyadh,NCCI Building,Tel: +966 1-2181200
Saudi Swiss Securities,www.saudi-swiss.com,www.saudi-swiss.com,Financial Services,KSA,Riyadh,-,Tel: +966 1-477-1618
Saudi Travellers Cheque Company,www.saudicheque.com,www.saudicheque.com,Financial Services,KSA,Riyadh,Owaidah Commercial Center,Tel: +966 1-476-0888
Saudi United Cooperative Insurance Company,www.walaa.com,www.walaa.com,Financial Services,KSA,Al Khobar,Al Banaali Building,Tel: +966 3-814-2187
Siraj Capital,www.sirajcapital.com,www.sirajcapital.com,Financial Services,KSA,Jeddah,P.O.Box 8054,Tel: +966 2-660-7710
Swicorp,www.swicorp.com,www.swicorp.com,Financial Services,KSA,Riyadh,Management Tower,Tel: +966 1-201-1017
Ta'jeer Company,www.taajeer.com,www.taajeer.com,Financial Services,KSA,Jeddah,P.O.Box 53789,Tel: +966 2-667-5975
Team One,www.teamone.com.sa,www.teamone.com.sa,Financial Services,KSA,Riyadh,"Andalous Commercial Center, Building 4",Tel: +966 1-215-3082
The Arab Investment Company,www.taic.com,www.taic.com,Financial Services,KSA,Riyadh,P.O.Box 4009,Tel: +966 1-476-0601
The Capital Group,www.malazadvisory.com,www.malazadvisory.com,Financial Services,KSA,Riyadh,P.O.Box 66633,Tel: +966 1-477-9977
Trade Union Insurance Company,www.tui-sa.com/,www.tui-sa.com/,Financial Services,KSA,Al Khobar,P.O.Box 1022,Tel: +966 3-8938718
Turkish Saudi Investment Holding Company,,,Financial Services,KSA,Jeddah,P.O.Box 42071,Tel: +966 1-651-0962
United Commercial Agencies - Saudi Arabia,www.uca.com.sa,www.uca.com.sa,Financial Services,KSA,Jeddah,P.O.Box 5019,Tel: +966 2-651-8220
Watan Company for Investment and Securities Operations,,,Financial Services,KSA,Riyadh,-,
ZI and I ME,,,Financial Services,KSA,Jeddah,P.O.Box 8223,Tel: +966 2-667-1156
Arriyadh Development Authority,www.arriyadh.com/,www.arriyadh.com/,Government,KSA,Riyadh,P.O.Box 94501,Tel: +966 1-4883331
Central Department of Statistics,www.planning.gov.sa/statistic/sindexe.htm,www.planning.gov.sa/statistic/sindexe.htm,Government,KSA,Riyadh,-,
General Organization for Social Insurance - Saudi Arabia,www.gosi.com.sa,www.gosi.com.sa,Government,KSA,Riyadh,P.O.Box 2963,Tel: +966 1-477-7735
Ministry of Commerce and Industry,www.commerce.gov.sa,www.commerce.gov.sa,Government,KSA,Riyadh,P.O.Box 1774,Tel: +966 1-401-2222
Ministry of Culture and Information,www.saudinf.com/,www.saudinf.com/,Government,KSA,Riyadh,Nassiriya Street,Tel: +966 1-4014440
Ministry of Finance - Saudi Arabia,www.mof.gov.sa,www.mof.gov.sa,Government,KSA,Riyadh,-,Tel: +966 1-405-0000
Ministry of Health - Saudi Arabia,www.moh.gov.sa,www.moh.gov.sa,Government,KSA,Riyadh,Airport Road,Tel: +966 1-401-2220
Ministry of Higher Education - Saudi Arabia,www.mohe.gov.sa,www.mohe.gov.sa,Government,KSA,Riyadh,-,Tel: +966 1-441-5555
Ministry of Petroleum and Mineral Resources - Saudi Arabia,www.mopm.gov.sa,www.mopm.gov.sa,Government,KSA,Riyadh,P.O.Box 757,Tel: +966 1-478-1133
Ministry of Telecommunications and Information Technology,www.mcit.gov.sa,www.mcit.gov.sa,Government,KSA,Riyadh,Intercontinental Road,Tel: +966 1-452-2222
Ministry of Water and Electricity - Saudi Arabia,www.mowe.gov.sa,www.mowe.gov.sa,Government,KSA,Riyadh,P.O.Box 11233,Tel: +966 1-205-2981
Organization of the Islamic Conference,www.oic-oci.org,www.oic-oci.org,Government,KSA,Jeddah,P.O.Box 178,Tel: +966 2-6800800
Royal Commission for Jubail and Yanbu,www.rcjy.gov.sa/,www.rcjy.gov.sa/,Government,KSA,Riyadh,P.O.Box 5964,Tel: +966 1-479-4445
Saudi Arabian Department of Customs,www.customs.gov.sa/,www.customs.gov.sa/,Government,KSA,Riyadh,P.O.Box 3483,Tel: +966 1-4013333
Saudi Arabian Standards Organization,www.saso.org.sa,www.saso.org.sa,Government,KSA,Riyadh,P.O.Box 3437,Tel: +966 1-452-0000
Supreme Commission for Tourism,www.mas.gov.sa,www.mas.gov.sa,Government,KSA,Riyadh,P.O.Box 66680,Tel: +966 1-480-8855
Supreme Economic Council,,,Government,KSA,Riyadh,P.O.Box 94737,Tel: +966 1-483-4037
Abdullah Al Nahdi and Partners for Pharmacies and Medical Equipment,,,Healthcare,KSA,Jeddah,P.O.Box 17129,Tel: +966 2-657-6464
Abdulrehman Al Gosaibi General Trading Bureau,www.algosaibi-gtb.com,www.algosaibi-gtb.com,Healthcare,KSA,Riyadh,Al Gosaibi Building,Tel: +966 1-479-3000
Abha Private Hospital,www.aph.med.sa,www.aph.med.sa,Healthcare,KSA,Abha,P.O.Box 1794,Tel: +966 7-229-2222
Ahmed Mohamed Abdulwahab Naghi and Sons,,,Healthcare,KSA,Jeddah,P.O.Box 2380,Tel: +966 2-644-4484
Al Amin Medical Instruments Company,www.amicogroup.com,www.amicogroup.com,Healthcare,KSA,Jeddah,P.O.Box 3871,Tel: +966 2-660 1149
Al Dawaa Medical Services Company,www.al-dawaa.com,www.al-dawaa.com,Healthcare,KSA,Al Khobar,P.O.Box 4326,Tel: +966 3-867-7776
Al Ewan Medical Company,alewan@alewan.med.sa,alewan@alewan.med.sa,Healthcare,KSA,Riyadh,P.O.Box 90819,Tel: +966 1-456-3366
Al Faisaliah Medical and Measurement Systems,www.alfaisaliah-medical.com,www.alfaisaliah-medical.com,Healthcare,KSA,Riyadh,P.O.Box 16460,Tel: +966 1-462-4266
Al Fanateer Hospital,alfanhosp@yahoo.com,alfanhosp@yahoo.com,Healthcare,KSA,Jubail,P.O.Box 11720,Tel: +966 3-346-4000
Al Hammadi Hospital,www.alhammadi.com,www.alhammadi.com,Healthcare,KSA,Riyadh,P.O.Box 55004,Tel: +966 1-462000
Al Hanouf Group,,,Healthcare,KSA,Riyadh,11412,Tel: +966 1-464 5210
Al Haya Medical Company,www.alhaya-medical.com,www.alhaya-medical.com,Healthcare,KSA,Riyadh,P.O.Box 442,Tel: +966 1-465-5075
Al Jazirah Hospital,,,Healthcare,KSA,Jeddah,P.O.Box 22560,Tel: +966 2-640-2773
Al Mana Healthcare Group,www.almanahospital.com.sa/,www.almanahospital.com.sa/,Healthcare,KSA,Al Khobar,P.O.Box 311,Tel: +966 3-894-5454
Al Manar Trading Establishment,murwan75@hotmail.com,murwan75@hotmail.com,Healthcare,KSA,Riyadh,P.O.Box 4940,Tel: +966 1-476-0548
Al Mutabagani Health Services Company,,,Healthcare,KSA,Riyadh,P.O.Box 1864,Tel: +966 1-465-4802
Al Shifa Medical Syringes Manufacturing Company,www.alshifa.com,www.alshifa.com,Healthcare,KSA,Dammam,P.O.Box 7917,Tel: +966 3-847 4284
Al Turki Medical Group,www.al-turki-medical.com,www.al-turki-medical.com,Healthcare,KSA,Riyadh,P.O.Box 4952,Tel: +966 1-476-4946
AMI Saudi Arabia,amisal@xenel.com,amisal@xenel.com,Healthcare,KSA,Jeddah,P.O.Box 2824,Tel: +966 2-644-8480
Arabian Medical Hospital Supply Company,www.amhsco.com,www.amhsco.com,Healthcare,KSA,Riyadh,P.O.Box 86582,Tel: +966 1-462-1188
Arabian Medical Products Manufacturing Company,,,Healthcare,KSA,Riyadh,P.O.Box 41671,Tel: +966 1-498-5895
Arabian Medicare Company,,,Healthcare,KSA,Riyadh,P.O.Box 15665,Tel: +966 1-454 0387
Basharaheel Hospital,bashrahil@sbm.net.sa,bashrahil@sbm.net.sa,Healthcare,KSA,Makkah,P.O.Box 10505,Tel: +966 2-520-4444
Bassam Trading Establishment,www.bte-hds.com,www.bte-hds.com,Healthcare,KSA,Riyadh,P.O.Box 4611,Tel: +966 1-463-3059
Cad Middle East Pharmaceutical Industries,,,Healthcare,KSA,Riyadh,"C/O, SPIMACO, 79 Ahsa street Al Zahra, Al Qassim 2597 Buraydah, PO Box 20001, Riyadh 11455, Saudi Arabia",Tel: +966 1-477-4481
Dallah Healthcare Holding Company,info@dallah-hospital.com,info@dallah-hospital.com,Healthcare,KSA,Riyadh,Dallah Al Barka Building,Tel: +966 1-470-2777
Dallah Hospital,www.dallah-hospital.com,www.dallah-hospital.com,Healthcare,KSA,Riyadh,P.O.Box 87833,Tel: +966 1-470-2777
Dr Erfan and Bagedo Hospitals,www.erfanbagedohospital.med.sa,www.erfanbagedohospital.med.sa,Healthcare,KSA,,-,Tel: +966 2-682-0022
Dr Fakhry and Al Mouhawis Hospital,www.fakhryhospital.com,www.fakhryhospital.com,Healthcare,KSA,Al Khobar,P.O.Box 251,Tel: +966 3-864-1960
Dr Soliman Fakeeh Hospital,www.fakeehhospital.com/,www.fakeehhospital.com/,Healthcare,KSA,Jeddah,P.O.Box 2537,Tel: +966 2-6603000
Dr Sulaiman Al Habib Medical Center,www.hmc.com.sa,www.hmc.com.sa,Healthcare,KSA,Riyadh,Al Olaya Building,Tel: +966 1-462-2224
Ebrahim M Al Mana and Brothers Company,www.emalmana.com.sa,www.emalmana.com.sa,Healthcare,KSA,Al Khobar,P.O.Box 3568,Tel: +966 3-867-3928
El Seif Development Company,,,Healthcare,KSA,Riyadh,Al Seif Building,Tel: +966 1-454-5996
Elaj Group,www.elajgroup.com,www.elajgroup.com,Healthcare,KSA,Jeddah,Sitteen Street,Tel: +966 2-663-2770
Fuad Al Fadhli Trading Establishment,fuad@awalnet.com.sa,fuad@awalnet.com.sa,Healthcare,KSA,Riyadh,P.O.Box 3506,Tel: +966 1-455-0807
General Arabian Medical and Allied Services,www.amhsco.com,www.amhsco.com,Healthcare,KSA,Riyadh,P.O.Box 41726,Tel: +966 1-231-4949
GlaxoSmithKline Saudi Arabia,,,Healthcare,KSA,Riyadh,Al Shegrey Bookstore Building,Tel: +966 1-464-2826
GNP Hospital,www.gnp.med.sa,www.gnp.med.sa,Healthcare,KSA,Jeddah,P.O.Box 4553,Tel: +966 2-682 3200
International Development Group,www.idg.com.sa,www.idg.com.sa,Healthcare,KSA,Riyadh,International Development Group Building,Tel: +966 1-460-5355
Jamjoom Pharma,www.jamjoompharma.com,www.jamjoompharma.com,Healthcare,KSA,Jeddah,P.O.Box 6267,Tel: +966 2-6081111
Jazeera Pharmaceutical Industries,www.jpi.com.sa,www.jpi.com.sa,Healthcare,KSA,Riyadh,P.O.Box 106229,Tel: +966 1-498-0170
King Fahd Armed Forces Hospital,www.kfafh.org/,www.kfafh.org/,Healthcare,KSA,Jeddah,P.O.Box 9862,Tel: +966 2-6653000
King Fahd Medical City,www.kfmc.gov.sa,www.kfmc.gov.sa,Healthcare,KSA,Riyadh,Makkah Expressway,Tel: +966 1-465-6666
King Faisal Specialist Hospital and Research Centre,www.kfshrc.edu.sa,www.kfshrc.edu.sa,Healthcare,KSA,Riyadh,P.O.Box 3354,Tel: +966 1-464-7272
King Khaled Eye Specialist Hospital,www.kkesh.med.sa/,www.kkesh.med.sa/,Healthcare,KSA,Riyadh,P.O.Box 7191,Tel: +966 1-4821234
King Khalid Military City Hospital,www.kkmch.med.sa/,www.kkmch.med.sa/,Healthcare,KSA,Hafr Al Batin,P.O.Box 10018,Tel: +966 3-7871777
Kingdom Hospital Consulting Clinics,www.khccgroup.com,www.khccgroup.com,Healthcare,KSA,Riyadh,P.O.Box 84400,Tel: +966 1-275-1111
Luluatt International Hospitals Group,,,Healthcare,KSA,Jubail,P.O.Box 10575,Tel: +966 3-346 4000
Magrabi Hospitals and Centers,www.magrabihospitals.com/,www.magrabihospitals.com/,Healthcare,KSA,Jeddah,P.O.Box 7344,Tel: +966 2-636-5000
Makkah Medical Centre,www.mmc.med.sa,www.mmc.med.sa,Healthcare,KSA,Makkah,P.O.Box 10644,Tel: +966 2-5222222
Medical and Cosmetic Products Company,www.riyadhpharma.com/,www.riyadhpharma.com/,Healthcare,KSA,Riyadh,P.O.Box 140,Tel: +966 1-2650111
MedNet Gulf,www.mednetgulf.com,www.mednetgulf.com,Healthcare,KSA,Jeddah,P.O.Box 3035,Tel: +966 2-644-4448
National Guard Health Affairs,www.ngha.med.sa,www.ngha.med.sa,Healthcare,KSA,Riyadh,P.O.Box 9799,Tel: +966 1-4912400
National Medical Care Company,www.nmc.med.sa,www.nmc.med.sa,Healthcare,KSA,Riyadh,P.O.Box 29393,Tel: +966 1-493-1881
National Medical Products Company,www.damad.com,www.damad.com,Healthcare,KSA,Riyadh,P.O.Box 7681,Tel: +966 1-498-1666
Orbit Summit Health,,,Healthcare,KSA,Riyadh,P.O.Box 5192,Tel: +966 1-464 6223
Pharmaceutical Solution Industries,,,Healthcare,KSA,Jeddah,P.O.Box 17476,Tel: +966 2-636-1383
Prince Fahd bin Sultan Hospital,astra@pfbsh.com.sa,astra@pfbsh.com.sa,Healthcare,KSA,Tabuk,P.O.Box 1626,Tel: +966 4-428-2987
Riyadh Care Hospital,www.riyadhcare.com,www.riyadhcare.com,Healthcare,KSA,Riyadh,P.O.Box 42142,Tel: +966 1-493-3000
Riyadh National Hospital,www.riyadhnationalhospital.med.sa,www.riyadhnationalhospital.med.sa,Healthcare,KSA,Riyadh,P.O.Box 2715,Tel: +966 1-476-1211
Salehiya Establishment,www.salehiya.com,www.salehiya.com,Healthcare,KSA,Riyadh,P.O.Box 991,Tel: +966 1-463-3205
Saudi Arabian Drugstore Company,www.sadsco.com,www.sadsco.com,Healthcare,KSA,Jeddah,P.O.Box 463,Tel: +966 2-647 4482
Saudi German Hospitals Group,www.sghgroup.net,www.sghgroup.net,Healthcare,KSA,Jeddah,P.O.Box 2550,Tel: +966 2-682-9000
Saudi Health Services Company,almanabe@msn.com,almanabe@msn.com,Healthcare,KSA,Jeddah,P.O.Box 10559,Tel: +966 2-653 4455
Saudi Import Company,www.banaja.com,www.banaja.com,Healthcare,KSA,Jeddah,P.O.Box 42,Tel: +966 2-651-1111
Saudi Medical Services,www.sms.com.sa/,www.sms.com.sa/,Healthcare,KSA,Riyadh,P.O.Box 7115,Tel: +966 1-4649390
Saudi Operation and Maintenance Company,,,Healthcare,KSA,Riyadh,P.O.Box 8460,Tel: +966 1-464-5061
Saudi Overseas Marketing and Trading Company,www.somatco.com/,www.somatco.com/,Healthcare,KSA,Riyadh,P.O.Box 1951,Tel: +966 1-402 5727
Saudi Pharmaceutical Distribution Company,,,Healthcare,KSA,Riyadh,P.O.Box 16032,Tel: +966 1-465 8882
Saudi Pharmaceutical Industries and Medical Appliances Corporation,www.spimaco.com.sa,www.spimaco.com.sa,Healthcare,KSA,Riyadh,Al Asha Street,Tel: +966 1-477-4481
Security Forces Hospital,www.sfh.med.sa/,www.sfh.med.sa/,Healthcare,KSA,Riyadh,P.O.Box 3643,Tel: +961 1-4774480
Tabuk Pharmaceutical Manufacturing Company,www.tpmc.com.sa,www.tpmc.com.sa,Healthcare,KSA,Riyadh,P.O.Box 28170,Tel: +966 1-4774964
Tamer Group,www.tamergroup.com,www.tamergroup.com,Healthcare,KSA,Jeddah,P.O.Box 180,Tel: +966 2-643 5600
